Human.associated.gene.name	Associated.Gene.Name
PRR14	Prr14
PRR9	Prr9
LELP1	Lelp1
CKMT1B	Ckmt1
CKMT1A	Ckmt1
SLC38A8	Slc38a8
POC1A	Poc1a
STRC	Strc
GRIK4	Grik4
MRGPRF	Mrgprf
MRGPRD	Mrgprd
LGR5	Lgr5
TIMM22	Timm22
PDIA3	Pdia3
CLDN15	Cldn15
CATSPER2	Catsper2
TMEM52	Tmem52
ALX4	Alx4
RND3	Rnd3
EXT2	Ext2
SERF2	Serf2
ELL3	Ell3
HYPK	Hypk
BICC1	Bicc1
SERINC4	Serinc4
MFAP1	Mfap1b
PLOD3	Plod3
MFAP1	Mfap1a
ZNHIT1	Znhit1
WDR76	Wdr76
DUSP7	Dusp7
CSPG5	Cspg5
ELP6	Elp6
FRMD5	Frmd5
SCAP	Scap
PTPN23	Ptpn23
CASC4	Casc4
CTDSPL2	Ctdspl2
MAGEB6P1	Mageb3
MAGEB6	Mageb3
KLHL18	Klhl18
KIF9	Kif9
SLCO2A1	Slco2a1
SPG11	Spg11
RBBP6	Rbbp6
EIF3J	Eif3j1
RAB6B	Rab6b
B2M	B2m
TRIM69	Trim69
PATL2	Patl2
SETD2	Setd2
B3GNTL1	B3gntl1
ZNF750	Zfp750
TERB2	Terb2
TBCD	Tbcd
SORD	Sord
DUOX2	Duox2
ERVW-1	Syna
CLIP2	Clip2
DUOXA2	Duoxa2
DUOXA1	Duoxa1
TNRC6A	Tnrc6a
DUOX1	Duox1
SHF	Shf
SRPRB	Srprb
SLC28A2	Slc28a2
TF	Gm20425
TF	Trf
NBEAL2	Nbeal2
SLC28A2	Gm14085
TNFRSF9	Tnfrsf9
GATM	Gatm
UTS2	Uts2
PER3	Per3
C15orf48	AA467197
CAMTA1	Camta1
SLC30A4	Slc30a4
CCDC12	Ccdc12
VAMP3	Vamp3
BLOC1S6	Bloc1s6
RP11-96O20.4	Sqrdl
SQRDL	Sqrdl
CFAP54	Cfap54
MYL3	Myl3
PTH1R	Pth1r
LAT2	Lat2
RFC2	Rfc2
SEMA6D	Sema6d
SLC5A11	Slc5a11
METRNL	Metrnl
PTCHD3	Ptchd3
CDK17	Cdk17
ELK3	Elk3
PRSS42	Prss42
ARHGAP17	Arhgap17
MYEF2	Myef2
LCMT1	Lcmt1
SLC24A5	Slc24a5
LTA4H	Lta4h
PRSS45	Prss45
PRSS46	Prss46
PRSS50	Prss50
DNAJC11	Dnajc11
TMIE	Tmie
ALS2CL	Als2cl
EIF4H	Eif4h
HAL	Hal
AQP8	Aqp8
SLC12A1	Slc12a1
ZKSCAN2	Zkscan2
TOPBP1	Topbp1
THAP3	Thap3
HS3ST4	Hs3st4
PHF13	Phf13
KLHL21	Klhl21
TDGF1	Tdgf1
AMDHD1	Amdhd1
AC104304.4	Gm590
LRRC2	Lrrc2
DUT	Dut
LIMK1	Limk1
RTP3	Rtp3
ZBTB48	Zbtb48
FBN1	Fbn1
KDM8	Kdm8
CCDC38	Ccdc38
LTF	Ltf
SNRPF	Snrpf
CEP152	Cep152
CCRL2	Ccrl2
SHC4	Shc4
EID1	Eid1
SECISBP2L	Secisbp2l
LRRFIP2	Lrrfip2
COPS2	Cops2
FAM227B	Fam227b
GALK2	Galk2
FGF7	Fgf7
MLH1	Mlh1
EPM2AIP1	Epm2aip1
TRANK1	Trank1
DCLK3	Dclk3
STAC	Stac
DTWD1	Dtwd1
ATP8B4	Atp8b4
SLC27A2	Slc27a2
HDC	Hdc
ARPP21	Arpp21
GABPB1	Gabpb1
USP8	Usp8
USP50	Usp50
KIAA0430	Marf1
RSPH3	Rsph3b
IL11RA	Il11ra2
SNRPD1	Snrpd1
B4GALT6	B4galt6
TRIM36	Trim36
SLC4A7	Slc4a7
LRRTM2	Lrrtm2
PRR18	Prr18
THOC7	Thoc7
COLEC12	Colec12
WDR55	Wdr55
MTPAP	Mtpap
DYNLT1	Dynlt1b
ZDHHC14	Zdhhc14
RNF125	Rnf125
CAMK4	Camk4
DSG3	Dsg3
ROCK1	Rock1
SLC6A7	Slc6a7
NID2	Nid2
TMEM26	Tmem26
RIOK3	Riok3
PSMA8	Psma8
LIMS2	Lims2
SNX9	Snx9
TFAP4	Tfap4
FLYWCH1	Flywch1
FAM205A	CT868723.1
MSS51	Mss51
ATG12	Atg12
TNFRSF10C	Tnfrsf10b
TNFRSF10D	Tnfrsf10b
TNFRSF10A	Tnfrsf10b
TNFRSF10B	Tnfrsf10b
JAKMIP2	Jakmip2
SNAI2	Snai2
AQP4	Aqp4
RICTOR	Rictor
PSMG2	Psmg2
WDR5B	Wdr5b
ECD	Ecd
SNX24	Snx24
SMIM3	Smim3
AP3S1	Ap3s1
UBE2D2	Ube2d2a
ZSCAN30	Zscan30
BMP1	Bmp1
PKD2L2	Pkd2l2
GPR31	Gpr31b
GP5	Gp5
RANBP3L	Ranbp3l
MYOZ1	Myoz1
GLT8D1	Glt8d1
SLC14A2	Slc14a2
WNT8A	Wnt8a
NUDT16L1	Nudt16l1
KIF20A	Kif20a
C10orf71	3425401B19Rik
SLC9A3R2	Slc9a3r2
CXXC1	Cxxc1
IL7R	Il7r
TMEM151B	Tmem151b
RP11-444E17.6	Tmem151b
TBC1D32	Tbc1d32
RP11-514O12.4	Rnaset2b
RNASET2	Rnaset2b
FAM35A	Fam35a
MGRN1	Mgrn1
SRFBP1	Srfbp1
HSPA2	Hspa2
EYA4	Eya4
TMEM173	Tmem173
POLR3A	Polr3a
DSC1	Dsc1
SLC4A9	Slc4a9
ZNF205	Zfp13
CPLX4	Cplx4
PPIC	Ppic
PMAIP1	Pmaip1
FAM120B	Fam120b
ARHGEF37	Arhgef37
CSTA	Stfa3
TPPP2	Tppp2
TRAT1	Trat1
RPS26	Rps26
ZSWIM8	Zswim8
CBLN3	Cbln3
KCNV1	Kcnv1
RP1L1	Rp1l1
MAP3K4	Map3k4
CH507-42P11.8	Sik1
SIK1	Sik1
KRTAP13-3	Gm5965
FBXL16	Fbxl16
EEF1AKMT1	Eef1akmt1
FAM208B	Fam208b
FBXO38	Fbxo38
KCNJ4	Kcnj4
CCL21	Gm10591
STK32A	Stk32a
MGAT3	Mgat3
DDIT4	Ddit4
ACAA2	Acaa2
MICU2	Micu2
KLHL24	Klhl24
CD14	Cd14
CYP4F3	Cyp4f40
CYP4F2	Cyp4f40
CYP4F11	Cyp4f40
CYP4F8	Cyp4f40
CYP4F12	Cyp4f40
LPP	Lpp
ATP9B	Atp9b
CNDP2	Cndp2
NRTN	Nrtn
TNRC6B	Tnrc6b
TCF21	Tcf21
CDKN3	Cdkn3
OSR1	Osr1
WBP2NL	Wbp2nl
CEP120	Cep120
GNL3	Gnl3
UBL5	Gm16381
GMPR2	Gmpr2
ACOT9	Acot10
GALR1	Galr1
FAM150B	Fam150b
KCNS2	Kcns2
PIM3	Pim3
SERP2	Serp2
LDB3	Ldb3
CSTA	Gm5483
KCNK10	Kcnk10
CXXC5	Cxxc5
SKA3	Ska3
PKD1	Pkd1
MLST8	Mlst8
C2CD2	C2cd2
RSPH1	Rsph1
LIN7A	Lin7a
NUBP2	Nubp2
TMLHE	Tmlhe
GLP1R	Glp1r
MTR	Mtr
ZFPM2	Zfpm2
ASMT	Asmt
NFATC1	Nfatc1
LTN1	Ltn1
CDO1	Cdo1
EPHA3	Epha3
SAV1	Sav1
DCTN4	Dctn4
TINF2	Tinf2
FTMT	Ftmt
GTSE1	Gtse1
RP11-402P6.15	4933412E24Rik
CXorf49B	4933412E24Rik
CXorf49	4933412E24Rik
MARCH6	March6
ATP6V1C1	Atp6v1c1
TBK1	Tbk1
RPS6KL1	Rps6kl1
ZDHHC23	Zdhhc23
LGALS1	Lgals1
PSEN1	Psen1
CCDC94	Ccdc94
NIPAL2	Nipal2
RBFA	Rbfa
DNAH8	Dnah8
CCDC25	Ccdc25
PABPC4	Gm10110
CD70	Cd70
CCDC54	Ccdc54
SYBU	Sybu
C14orf119	1700123O20Rik
CACNA1D	Cacna1d
CHAT	Chat
NDC80	Ndc80
SLC25A17	Slc25a17
CMTM5	Cmtm5
FUT8	Fut8
GDI2	Gdi2
NARS	Nars
TRIP10	Trip10
SCRT1	Scrt1
FERMT3	Fermt3
SOX7	Sox7
CTD-2135J3.4	Sox7
MYPN	Mypn
LGI3	Lgi3
EHBP1L1	Ehbp1l1
PUF60	Puf60
SALL3	Sall3
ZBTB39	Zbtb39
CSAD	Csad
ZUFSP	Zufsp
INTS9	Ints9
ADRB2	Adrb2
RIPK3	Ripk3
GTPBP1	Gtpbp1
NDUFB9	Ndufb9
CS	Cs
BPHL	Bphl
HSF2	Hsf2
RNASE10	Rnase10
EIF3L	Eif3l
UPK1B	Upk1b
DAAM2	Daam2
LY86	Ly86
CIDEA	Cidea
GFRA2	Gfra2
ZNF781	Zfp781
ABHD17B	Abhd17b
TNFRSF19	Tnfrsf19
ESPL1	Espl1
C12orf75	1500009L16Rik
TUBAL3	Tubal3
RAB5B	Rab5b
FOXH1	Foxh1
GPHB5	Gphb5
HSPBAP1	Hspbap1
ZNF516	Zfp516
C2orf71	BC027072
TMEM184B	Tmem184b
GZMB	Gzmb
RP11-14J7.7	Rnase12
RNASE12	Rnase12
YEATS4	Yeats4
CBLB	Cblb
C6orf226	2310039H08Rik
PMEL	Pmel
KRTAP8-1	Krtap8-1
RFX6	Rfx6
SIM1	Sim1
TEX33	Tex33
C19orf70	2410015M20Rik
SMC5	Smc5
MLH3	Mlh3
ATF4	Atf4
AC024592.12	Ndufa11
NDUFA11	Ndufa11
TAF8	Taf8
MARK3	Mark3
CABIN1	Cabin1
CEP78	Cep78
B3GALNT2	B3galnt2
SFTPC	Sftpc
TMPRSS12	Tmprss12
CDC42EP1	Cdc42ep1
NYNRIN	Nynrin
SOX10	Sox10
SEMA5A	Sema5a
NAMPT	Nampt
CYP46A1	Cyp46a1
PNOC	Pnoc
JOSD1	Josd1
CBY1	Cby1
AAAS	Aaas
FER	Fer
CD63	Cd63
RAB10	Rab10
DAZAP2	Dazap2
FSCB	Fscb
KHNYN	Khnyn
OPN5	Opn5
SHISA8	Shisa8
DERL3	Derl3
CSF2RA	Csf2ra
KRT1	Krt1
NAGA	Naga
SFRP4	Sfrp4
SP8	Sp8
NT5DC3	Nt5dc3
TMEM179	Tmem179
GJA1	Gja1
EXTL3	Extl3
CYP2D7	Cyp2d34
CYP2D6	Cyp2d34
ASCL1	Ascl1
RBMS2	Rbms2
EEF1E1-BLOC1S5	Eef1e1
GZMB	Gzme
PRR7	Prr7
OXR1	Oxr1
SAMD11	Samd11
TUBB4A	Tubb4a
KCTD4	Kctd4
GPATCH11	Gpatch11
LYSMD1	Gm9726
NQO2	Nqo2
MFSD5	Mfsd5
FAM207A	Fam207a
GNA14	Gna14
ZNF208	Zfp759
OSR2	Osr2
SYDE1	Syde1
NUFIP1	Nufip1
ADGRF5	Adgrf5
MRPL42	Mrpl42
CEBPZ	Cebpz
SLC52A1	Slc52a2
SLC52A2	Slc52a2
AHCY	Gm4737
ATG101	Atg101
ATAD2B	Atad2b
PDCD6	Pdcd6
TMED9	Tmed9
DCSTAMP	Dcstamp
TMEM117	Tmem117
SOCS5	Socs5
RUVBL1	Gm3086
ISPD	Ispd
CRELD2	Creld2
SNORA16	Snora16a
SNORA16B	Snora16a
RNA5SP106	n-R5s214
GUCA1A	Guca1a
RNF144B	Rnf144b
RNU6-111P	Gm25335
RIOK1	Riok1
SNORA84	Gm25989
ACTR10	Actr10
ANKRD2	Ankrd2
FSD1	Fsd1
DMC1	Dmc1
RNU1-106P	Gm23680
Evf-2_5p	Dlx6os1
SNORA70	Gm22551
RNU7-155P	Gm22815
TRHR	Trhr
MYRFL	Myrfl
RNU7-155P	Gm27723
RNA5SP122	Gm23757
RNA5SP435	Gm23757
RNA5SP141	Gm23757
RNA5SP450	Gm23757
MADCAM1	Madcam1
CDK2	Cdk2
GPX2	Gpx2
DNAJC27	Dnajc27
RPAP3	Rpap3
HOTAIRM1_5	Gm27477
CALML3	Calml3
RNA5S16	n-R5s146
RNA5SP404	Gm24880
RNA5SP367	Gm25712
C9orf135	1700028P14Rik
HGH1	Hgh1
SNORD95	Gm23531
MCRS1	Mcrs1
BTG1	Btg1
MCHR1	Mchr1
ST7-AS1_1	Gm27755
FBLN5	Fbln5
RNA5SP302	Gm24188
ITGA2	Itga2
SNORA74	Gm25907
KCNG3	Kcng3
NACC1	Nacc1
PTCHD4	Ptchd4
PLIN3	Plin3
RNU6-1037P	Gm24149
RNU6-253P	Gm24149
RNU6-681P	Gm24149
RCL1	Rcl1
GEN1	Gen1
DGKB	Dgkb
RNU6-1016P	Gm27944
DDX41	Ddx41
RNU6-768P	Gm24381
NOXRED1	Noxred1
TIMM9	Timm9
SNORA32	Gm23406
RNU1-15P	Gm25012
RNU1-45P	Gm25012
COL4A3BP	Col4a3bp
CH507-9B2.1	Icosl
ICOSLG	Icosl
TFCP2	Tfcp2
uc_338	Gm27401
RNU6-1105P	Gm23096
RNF7	Gm7075
RPS23	Rps23
UMODL1	Umodl1
SNORA17	Gm26379
CH507-9B2.3	D10Jhu81e
CH507-9B2.4	D10Jhu81e
C21orf33	D10Jhu81e
KRTAP10-7	Gm3233
KRTAP10-10	Gm3233
KRTAP10-1	Gm3233
KRTAP10-3	Gm3233
KRTAP10-12	Gm3233
KRTAP10-9	Gm3233
KRTAP10-11	Gm3233
KRTAP10-4	Gm3233
KRTAP10-6	Gm3233
KRTAP10-8	Gm3233
KRTAP10-5	Gm3233
KRTAP10-2	Gm3233
VAMP7	Vamp7
SNORA36B	Snora36b
AK7	Ak7
RNU6-126P	Gm25269
RNU6-871P	Gm25269
RNU6-967P	Gm23258
FAM19A2	Fam19a2
RNU2-55P	Gm25052
RNU2-66P	Gm25052
ROCK2	Rock2
RNU6-641P	Gm23794
FEM1A	Fem1a
SHOC2	Shoc2
RN7SKP82	Gm24749
RSPO2	Rspo2
RNA5SP35	n-R5s39
EEA1	Eea1
RN7SKP19	Gm23465
NEUROD4	Neurod4
IZUMO4	Izumo4
SNORA60	Gm25129
KRT74	Krt74
RNU6-59P	Gm22828
RNU7-155P	Gm23859
KRTAP12-2	Gm10100
CD248	Cd248
MTX3	Mtx3
PDE1B	Pde1b
EFR3B	Efr3b
uc_338	Gm27617
ADAMTS6	Adamts6
RNU6-729P	Gm22638
RNU6-477P	Gm22638
RNU6-446P	Gm22638
RNU6-163P	Gm22638
RNA5SP74	n-R5s46
COLEC11	Colec11
FECH	Fech
C14orf2	2010107E04Rik
KIF20B	Kif20b
HOXA11-AS1_6	Gm27543
RNU7-155P	Gm27343
RNU6ATAC38P	Gm26249
RNU6-245P	Gm24674
ALK	Alk
FRS2	Frs2
snoU2-30	Scarna9
POC5	Poc5
SNORD116-1	Gm23047
SNORD116-8	Gm23047
SNORD116-7	Gm23047
SNORD116-3	Gm23047
SNORD116-2	Gm23047
SNORD116-9	Gm23047
SNORD116-5	Gm23047
SNORD116-6	Gm23047
SNORD116-4	Gm23047
LTBP3	Ltbp3
DUSP6	Dusp6
PAWR	Pawr
RNU6-766P	Gm25334
RNU6-371P	Gm25334
THUMPD2	Thumpd2
RBP4	Rbp4
SNORA6	Gm24044
AJUBA	Ajuba
ATP6V0E1	Atp6v0e
RN7SKP276	Gm23657
C11orf86	2010003K11Rik
SCARNA7	Gm22009
SNORD124	Gm22059
LRRN3	Lrrn3
RNA5SP322	Gm24509
FAM160B1	Fam160b1
SNORA25	Gm24095
TBC1D10C	Tbc1d10c
RNA5SP109	Gm22731
RNU6-1223P	Gm24393
TBC1D30	Tbc1d30
RAD51AP2	Rad51ap2
UBE2D4	Ube2d4
SNORA21	Gm27326
ATL2	Atl2
RNU6-1143P	Gm25964
SNORD94	Gm22486
EFCAB1	Efcab1
CSTA	BC117090
SNORD116-1	Snord116l9
SNORD116-8	Snord116l9
SNORD116-7	Snord116l9
SNORD116-3	Snord116l9
SNORD116-2	Snord116l9
SNORD116-9	Snord116l9
SNORD116-5	Snord116l9
SNORD116-6	Snord116l9
SNORD116-4	Snord116l9
C12orf29	4930430F08Rik
LRRC10	Lrrc10
SNORA84	Gm25394
CARTPT	Cartpt
RNA5S17	n-R5s128
RNU1-17P	Gm22043
TOMM20L	Tomm20l
RNU2-62P	Gm25783
RNU2-45P	Gm23744
ELP3	Elp3
SKOR2	Skor2
RN7SKP209	Gm25178
RNA5SP339	Gm23740
RN7SKP94	Gm22389
NETO1	Neto1
RNA5SP202	n-R5s136
RNA5S6	n-R5s136
ERAP1	Erap1
SNORA80B	Gm22748
GPR135	Gpr135
PITRM1	Pitrm1
MFSD3	Mfsd3
SNORA22	Gm23245
RNA5SP494	Gm25368
DNAJC18	Dnajc18
RNU2-47P	Gm23887
RNU2-65P	Gm23887
HOTAIRM1_2	Gm27861
FADS2	Fads2
SLC38A9	Slc38a9
SNORA32	Gm25876
THADA	Thada
HTR1A	Htr1a
SLC39A9	Slc39a9
SNORD24	Gm23969
PPP2R5C	Ppp2r5c
APOL3	Apol9b
APOL1	Apol9b
APOL4	Apol9b
APOL2	Apol9b
SLC29A2	Slc29a2
MEG8_1	Gm27350
GDF10	Gdf10
EPCAM	Epcam
Y_RNA	Rny3
RNY3P1	Rny3
RNY3	Rny3
RNY3P11	Rny3
RPS15	Gm4775
SNORD19B	Gm24916
U1	Gm23239
RNU1-51P	Gm23239
SNORA47	Snora47
IL17B	Il17b
RNU2-47P	Gm25259
RNU2-65P	Gm25259
TMED10	Tmed10
CDKN2B	Cdkn2b
SNORD14D	Snord14d
NEMF	Nemf
SNORD58A	Gm23301
SNORA55	Gm25370
RNU6-545P	Gm25827
5_8S_rRNA	n-R5-8s1
RNA5-8S5	n-R5-8s1
RNA5-8SP4	n-R5-8s1
RNA5-8SP6	n-R5-8s1
RNA5-8SP7	n-R5-8s1
RNA5-8SP2	n-R5-8s1
RNA5-8SP5	n-R5-8s1
LRR1	Lrr1
RNU7-155P	Gm25486
SP110	AC133103.5
AC009950.1	AC133103.5
NUDT15	Nudt15
RNA5SP145	n-R5s28
SNORA78	Snora78
BCL2L10	Bcl2l10
ADCY2	Adcy2
SNORA22	Gm24559
L2HGDH	L2hgdh
FLVCR2	Mfsd7c
CSTA	Gm5689
SNORA67	Gm26494
DSC3	Dsc3
SNORD116-1	Snord116l1
SNORD116-8	Snord116l1
SNORD116-7	Snord116l1
SNORD116-3	Snord116l1
SNORD116-2	Snord116l1
SNORD116-9	Snord116l1
SNORD116-5	Snord116l1
SNORD116-6	Snord116l1
SNORD116-4	Snord116l1
BHMT	Gm5096
RN7SKP191	Gm24065
SLC38A2	Slc38a2
SNORA72	Gm24523
MAL2	Mal2
POLL	Poll
SNORA79	Gm25776
YIF1A	Yif1a
RNU7-155P	Gm24577
RNU7-155P	Gm22100
RRP12	Rrp12
RNU6-759P	Gm22753
TRIM9	Trim9
MC5R	Mc5r
RN7SKP19	Gm25271
RNA5SP319	n-R5s88
CDC5L	Cdc5l
VGLL2	Vgll2
ASPG	Aspg
SNORA55	Gm22154
LYRM4	Lyrm4
GJA3	Gja3
RNU6-723P	Gm25414
RNU6-730P	Gm24449
FAM151B	Fam151b
RNU6-161P	Gm25525
U3	Gm23927
U7	Gm23763
SNORD116-1	Snord116l16
SNORD116-8	Snord116l16
SNORD116-7	Snord116l16
SNORD116-3	Snord116l16
SNORD116-2	Snord116l16
SNORD116-9	Snord116l16
SNORD116-5	Snord116l16
SNORD116-6	Snord116l16
SNORD116-4	Snord116l16
NIT2	Nit2
MMP25	Mmp25
RN7SKP234	Gm24005
SNORA17	Gm23129
snoU18	Gm22571
GLI1	Gli1
SNORA17	Gm25564
SNORD116-1	Snord116l8
SNORD116-8	Snord116l8
SNORD116-7	Snord116l8
SNORD116-3	Snord116l8
SNORD116-2	Snord116l8
SNORD116-9	Snord116l8
SNORD116-5	Snord116l8
SNORD116-6	Snord116l8
SNORD116-4	Snord116l8
RN7SKP265	Gm22552
RNA5SP428	n-R5s50
CATSPERB	Catsperb
MBL2	Mbl2
TTC27	Ttc27
ZNF544	Zfp934
RN7SKP132	Gm23820
RNA5SP174	n-R5s127
5S_rRNA	n-R5s127
RNU6-647P	Gm23932
PTX4	Ptx4
CATSPER1	Catsper1
Xist_exon4	Gm27927
RNU6-90P	Gm24612
HOTTIP_2	Gm27985
MZT1	Mzt1
XRCC5	Xrcc5
MORN4	Morn4
ATRNL1	Atrnl1
ANXA13	Anxa13
BAZ2A	Baz2a
RN7SKP198	Gm24436
GCM2	Gcm2
MYL6	Myl6
RNU6-908P	Gm25924
SNORA17	Gm25148
SLC6A3	Slc6a3
RNA5SP142	n-R5s217
MISP	Misp
EDDM3B	Eddm3b
EDDM3A	Eddm3b
Vault	Gm25403
RNA5SP35	n-R5s31
RNU6-118P	Gm24304
NDUFS8	Ndufs8
SNORD116-1	Gm23862
SNORD116-8	Gm23862
SNORD116-7	Gm23862
SNORD116-3	Gm23862
SNORD116-2	Gm23862
SNORD116-9	Gm23862
SNORD116-5	Gm23862
SNORD116-6	Gm23862
SNORD116-4	Gm23862
LIFR	Lifr
LMAN2	Lman2
RNU6-1158P	Gm22977
GPR183	Gpr183
ME2	Me2
C3orf14	3830406C13Rik
CUEDC2	Cuedc2
RNA5SP416	Gm27648
RNA5SP411	Gm27648
RNA5SP420	Gm27648
RNA5SP421	Gm27648
RNA5SP413	Gm27648
RNA5SP410	Gm27648
RNA5SP419	Gm27648
RNA5SP418	Gm27648
RNA5SP407	Gm27648
RNA5SP408	Gm27648
RNA5SP415	Gm27648
RNA5SP423	Gm27648
RNA5SP417	Gm27648
RNA5SP422	Gm27648
RNA5SP409	Gm27648
RNA5SP412	Gm27648
ANKRD1	Ankrd1
SNORA17	Gm25766
RNU7-155P	Gm24732
CHGA	Chga
RNU7-155P	Gm27393
LONP1	Lonp1
SFXN3	Sfxn3
CHCHD10	Chchd10
ATP23	Xrcc6bp1
SNORA63	Gm26447
DDB1	Ddb1
FRMD6	Frmd6
uc_338	Gm27348
RNA5S14	n-R5s107
WNT8B	Wnt8b
SSR1	Ssr1
RNU1-44P	Gm22978
RNU6-934P	Gm24678
RNU6-1116P	Gm24678
RNA5SP268	n-R5s87
SPRY4-IT1_1	Gm27369
CCNK	Ccnk
RNU6-822P	Gm26371
C10orf76	9130011E15Rik
BIK	Bik
MRPS27	Mrps27
SNORD105	Gm24067
MAP6D1	Map6d1
DNPH1	Dnph1
RNA5SP119	Gm23392
SPIDR	Spidr
GLYR1	Glyr1
RN7SKP102	Gm22601
SNORA17	Gm26144
BMP6	Bmp6
RN7SKP112	Gm25844
CCDC88B	Ccdc88b
NDRG2	Ndrg2
FAM204A	Fam204a
SNORA73	Gm25139
SERINC5	Serinc5
SCAMP4	Scamp4
SPIN2A	Gm5926
SPIN2B	Gm5926
ATXN1	Atxn1
ENPP3	Enpp3
RNU6-591P	Gm25619
KRTAP10-7	Gm7137
KRTAP10-10	Gm7137
KRTAP10-1	Gm7137
KRTAP10-3	Gm7137
KRTAP10-12	Gm7137
KRTAP10-9	Gm7137
KRTAP10-11	Gm7137
KRTAP10-4	Gm7137
KRTAP10-6	Gm7137
KRTAP10-8	Gm7137
KRTAP10-5	Gm7137
KRTAP10-2	Gm7137
XPOT	Xpot
RNU6-581P	Gm25006
RNU6-1051P	Gm22044
SMNDC1	Smndc1
TSLP	Tslp
SCARNA3	Gm24718
RN7SKP272	Gm22839
LIPA	Lipa
RNU6-1188P	Gm25565
SNORD88B	Gm23991
RN7SKP184	Gm26023
RN7SKP114	Gm26023
ESYT1	Esyt1
RNA5SP434	Gm22527
RNU6-1318P	Gm24686
RNU6-1026P	Gm24686
RNU6-324P	Gm24686
ZNF131	Zfp131
CAPSL	Capsl
DDX11	Ddx11
SORCS3	Sorcs3
SNORA17	Gm25161
KCNQ1OT1_5	Gm27539
RNU6-1273P	U6
RNU6-1131P	U6
RNU6-674P	U6
RNU6-887P	U6
RNU6-1065P	U6
RPUSD1	Rpusd1
RNU7-155P	Gm27934
IL3RA	Il3ra
SNORA55	Gm26048
ITSN2	Itsn2
CENPK	Cenpk
SNORA32	Gm27619
RAI14	Rai14
HOXB13-AS1_2	Gm27898
KCNS3	Kcns3
RNU6-194P	Gm23293
TMEM225	Tmem225
RNU6-156P	Gm25793
U6	Gm25793
RNU6-1207P	Gm25793
RNU6-721P	Gm25793
RNU6-1205P	Gm25793
RNU6-728P	Gm25793
RNU6-614P	Gm25793
RNU6-978P	Gm25793
RNU6-936P	Gm25793
RNU6-666P	Gm25793
RNU6-1210P	Gm25793
RNU6-458P	Gm25793
RNU6-608P	Gm25793
RNU6-811P	Gm25793
RNU6-323P	Gm25793
RNU6-452P	Gm25793
RNU6-387P	Gm25793
RNU6-1132P	Gm25793
RNU6-596P	Gm25793
RNU6-1034P	Gm25793
RNU6-1293P	Gm25793
SNORD116-1	Snord116l11
SNORD116-8	Snord116l11
SNORD116-7	Snord116l11
SNORD116-3	Snord116l11
SNORD116-2	Snord116l11
SNORD116-9	Snord116l11
SNORD116-5	Snord116l11
SNORD116-6	Snord116l11
SNORD116-4	Snord116l11
SNORA66	Gm26387
TGFBI	Tgfbi
TMEM200C	Tmem200c
RNU6-400P	Gm22087
TRPT1	Trpt1
RNU6-914P	Gm23275
PIK3AP1	Pik3ap1
KRTAP12-2	Gm10142
SCARNA16	Gm25434
KRT18	Krt18
ST7-OT3_3	Gm27402
SMOC2	Smoc2
RPS12	Rps12-ps3
GHITM	Ghitm
PLEKHH1	Plekhh1
RNA5S2	n-R5s117
snoZ6	Gm22394
RNU6-873P	Gm23231
SNORA52	Snora52
TTC28-AS1_4	Gm27602
RN7SKP156	Gm22037
RN7SKP187	Gm22037
RNU1-105P	Gm22177
SNORA38B	Gm24143
RNA5SP272	n-R5s9
RNU7-155P	Gm26482
SNORA55	Gm23974
GRK6	Grk6
SNORD59	Mir677
RNU6-810P	Gm25982
SOS1	Sos1
PLEKHH2	Plekhh2
RNU6-675P	Gm23926
FTX_3	Gm27285
SNORD64	Snord64
PRUNE2	Prune2
FABP3	Fabp3-ps1
SNORA4	Gm24460
GJD4	Gjd4
RNU6-855P	Gm24851
SCARNA3	Scarna3b
SPIN2A	Gm2854
SPIN2B	Gm2854
RNF19A	Rnf19a
RNU5F-8P	Gm23102
RNU5F-6P	Gm23102
RNU5F-2P	Gm23102
GNAL	Gnal
SCARNA3	Gm22416
SNORD57	Snord57
JDP2	Jdp2
RNA5SP309	Gm25180
RNU6-1175P	Gm24705
ZNF397	Zfp397
RNA5SP404	n-R5s16
RN7SKP283	Gm25722
TMEM229B	Tmem229b-ps
SNORD116-1	Gm26097
SNORD116-8	Gm26097
SNORD116-7	Gm26097
SNORD116-3	Gm26097
SNORD116-2	Gm26097
SNORD116-9	Gm26097
SNORD116-5	Gm26097
SNORD116-6	Gm26097
SNORD116-4	Gm26097
SOX2OT_exon3	Mir1897
NEDD4L	Nedd4l
MYH11	Myh11
RNA5SP109	n-R5s154
SNORA17	Gm22337
PELO	Pelo
RNU6-475P	Gm26373
RNU6-1	Gm25064
RTP2	Rtp2
TMED8	Tmed8
SNORD12C	Gm24123
MESTIT1_2	Gm27522
LATS1	Lats1
RN7SKP18	Gm22383
RN7SKP51	Gm22383
RNA5S8	n-R5s123
FAM205A	Gm2163
Metazoa_SRP	Gm27853
KRTAP12-2	Gm10272
RNA5SP34	n-R5s201
SNORD127	Gm25970
RNU6-441P	Gm24464
RMI1	Rmi1
SNORA2B	Snora2b
RNU6-460P	Gm22975
RN7SKP298	Gm26415
METRN	Metrn
RNU6-1141P	Gm25132
RNU6-1068P	Gm24003
RNU6-448P	Gm25657
SNORA65	Snora65
GALNT16	Galnt16
SNORD92	Snord92
RNU5A-1	Gm23793
Y_RNA	Gm24203
CYP26A1	Cyp26a1
